person,major_lawsuit_order,major_lawsuit_claim,major_lawsuit_source_url
rick_smith,1,"Multiple wrongful death/injury lawsuits related to Taser use (442+ lawsuits, Axon named defendant in 128 cases)",https://www.reuters.com/investigates/special-report/usa-taser-911/
robert_kraft,1,2019 massage parlor arrest; charges dropped Sep 2020 (hidden cameras violated rights),https://www.nbcnews.com/news/crime-courts/robert-kraft-prostitution-charges-dropped-florida-prosecutors-n1240964
robert_pera,1,SEC investigation into business practices; closed 2020 with no action,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=ubiquiti&type=10-K
robert_smith,1,DOJ/IRS tax evasion non-prosecution agreement; $139M settlement (2020),https://www.justice.gov/archives/opa/pr/private-equity-ceo-enters-non-prosecution-agreement-international-tax-fraud-scheme-and-agrees
ronald_perelman,1,Morgan Stanley and Scientific Games litigation; Revlon-related Citigroup disputes,https://www.nytimes.com/2009/08/06/business/06revlon.html
ronald_wanek,1,Lawsuit with former executive Chuck Vogel over Ashley Furniture,https://www.furnituretoday.com/business-news/ashley-furniture-founder-settles-suit-with-former-associate/
rupert_murdoch,1,Dominion $787.5M settlement (2023); Trump $20B lawsuit; UK phone hacking scandal (News of the World shut 2011),https://www.nytimes.com/2023/04/18/business/fox-news-dominion-settlement.html
s_curtis_johnson,1,"Pleaded guilty to misdemeanor sexual assault of stepdaughter; 4 months jail, $6,000 fine (2014)",https://www.nbcnews.com/news/crime-courts/wisconsin-billionaire-pleads-guilty-sexual-assault-charge-n124951
safra_catz,1,Oracle shareholder derivative suit over NetSuite acquisition,https://www.reuters.com/legal/litigation/oracle-founder-ellison-wins-ruling-netsuite-deal-lawsuit-2025-01-30/
sam_altman,1,Elon Musk lawsuit against OpenAI (2024) alleging breach of founding nonprofit mission; trial set April 2026,https://www.courtlistener.com/docket/68194882/musk-v-altman/
scott_cook,1,FTC scrutiny over TurboTax 'Free' File deceptive marketing,https://www.ftc.gov/news-events/news/press-releases/2022/03/ftc-sues-intuit-its-deceptive-turbotax-free-filing-campaign
scott_watterson,1,iFIT vs Peloton patent infringement lawsuits since 2016; settled May 2022,https://www.reuters.com/legal/litigation/peloton-ifit-settle-patent-dispute-2022-05-02/
sean_parker,1,Napster RIAA copyright infringement lawsuits; Napster bankrupt 2002,https://www.riaa.com/resources-learning/case-studies/#napster
sergey_brin,1,"DOJ antitrust (search monopoly + ad-tech), same as Larry Page",https://www.justice.gov/atr/case/us-and-plaintiff-states-v-google-llc-2020
shahid_khan,1,Co-defendant in St. Louis Rams relocation lawsuit (as NFL owner),https://www.stltoday.com/sports/football/nfl-relocation-lawsuit/
stanley_kroenke,1,St. Louis Rams relocation lawsuit; settled 2021 for ~$790M,https://www.nfl.com/news/790m-settlement-reached-in-lawsuit-over-rams-st-louis-departure
stephen_schwarzman,1,Carried interest tax treatment debates,https://www.nytimes.com/2017/11/08/business/dealbook/carried-interest-tax-loophole.html
stephen_winn,1,DOJ antitrust lawsuit alleging RealPage algorithmic price-fixing in rental market,https://www.justice.gov/opa/pr/justice-department-requires-realpage-end-sharing-competitively-sensitive-information-and
steve_ballmer,1,"Kai-Fu Lee non-compete (Microsoft sued Google/Lee July 2005, settled Dec 2005)",https://news.microsoft.com/2005/07/19/statement-from-microsoft-regarding-legal-action-against-google-and-a-former-executive/
steve_cohen,1,SAC Capital insider trading ($1.8B fine); Cohen banned from managing outside money (2016-2018); multiple employee convictions,https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-guilty-plea-agreement-sac-capital-management-companies
steve_wynn,1,Resigned Feb 2018 amid sexual misconduct allegations; $7.5M settlement with former employee; sold all shares (~$2.1B),https://www.npr.org/2018/03/15/592318034/after-sexual-misconduct-claims-vegas-mogul-steve-wynn-fell-fast
steven_sarowitz,1,Co-defendant in Blake Lively Dec 2024 lawsuit re 'It Ends with Us',https://chicago.suntimes.com/movies-and-tv/2024/12/22/blake-lively-steve-sarowitz-justin-baldoni-it-ends-with-us-sexual-harassment-smear-campaign-lawsuit
stewart_resnick,1,Water rights disputes via Kern Water Bank; multiple lawsuits over Monterey Agreement,https://www.cbsnews.com/news/los-angeles-wildfires-stewart-resnick-lynda-resnick-water-rights/
sundar_pichai,1,DOJ v. Google antitrust cases (filed Oct 2020; monopoly ruling Aug 2024; ongoing),https://www.justice.gov/atr/case/us-and-plaintiff-states-v-google-llc-2020
t_denny_sanford,1,"Child pornography investigation (closed, no charges brought)",https://www.propublica.org/article/denny-sanford-child-porn-no-charges
taylor_swift,1,Masters dispute with Scooter Braun; Ticketmaster Senate hearing Jan 2023,https://www.congress.gov/event/118th-congress/senate-event/333501/text
thomas_duff,1,"Murder plot against Tom Duff (November 2016, three arrested)",https://www.wdam.com/story/34066423/money-motive-in-duff-murder-for-hire-plot-charges-detailed/
thomas_frist_jr,1,HCA $1.7B Medicare fraud settlement (2000-2003),https://www.justice.gov/archive/opa/pr/2003/June/03_civ_386.htm
thomas_pritzker,1,Stepped down as Hyatt Executive Chairman Feb 2026 over Epstein association scrutiny,https://www.pbs.org/newshour/nation/thomas-pritzker-steps-down-from-hyatt-board-saying-he-deeply-regrets-association-with-epstein
tiger_woods,1,2017 DUI arrest,https://www.espn.com/golf/story/_/id/19490176/tiger-woods-arrested-dui-florida
tilman_fertitta,1,Sued by minority shareholders during Landry's privatization (2009-2010),https://www.blbglaw.com/cases-investigations/landrys-restaurants-inc
tim_sweeney,1,Epic v Apple (2020-2024) -- challenged App Store 30% commission; partial victory on anti-steering,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/12/11/25-2935.pdf
tom_preston_werner,1,GitHub harassment allegations (2014); investigation found no harassment but errors of judgment; resigned,https://github.blog/2014-04-21-results-of-the-github-investigation/
travis_kalanick,1,"Forced out as Uber CEO June 2017 (sexual harassment culture, Waymo trade secrets lawsuit, 'Greyball' enforcement evasion)",https://www.cnbc.com/2017/06/21/uber-timeline-why-did-ceo-travis-kalanick-leave.html
ty_warner,1,Tax evasion guilty plea (2013); ~$80M in fines and penalties; hid $100M+ in Swiss accounts,https://www.justice.gov/usao-ndil/pr/h-ty-warner-sentenced-probation-after-paying-80-million-taxes-and-penalties-tax-evasion
tyler_winklevoss,1,Facebook/Zuckerberg lawsuit; settled for $65M (Feb 2008),https://cdn.ca9.uscourts.gov/datastore/opinions/2011/04/11/08-16745.pdf
vincent_mcmahon,1,"Janel Grant lawsuit (Jan 2024, sexual trafficking/abuse allegations; McMahon resigned TKO chairman; $3M NDA)",https://www.nbcnews.com/news/us-news/wwe-founder-vince-mcmahon-resigns-ex-employee-accuses-lawsuit-sexual-a-rcna135981
vinod_khosla,1,Martin's Beach access dispute; courts ruled against him through US Supreme Court denial,https://www.surfrider.org/news/us-supreme-court-finalizes-win-for-martins-beach-access
vlad_tenev,1,GameStop/meme stock controversy (Jan 2021); Congressional testimony; $70M FINRA fine for outages and misleading customers,https://www.cnbc.com/2021/06/30/robinhood-to-pay-70-million-for-misleading-customers-and-outages-the-largest-finra-penalty-ever.html
walter_wang,1,JM Eagle faced False Claims Act lawsuit over pipe quality/defects (2006-2020),https://www.enr.com/articles/9745-jury-finds-pipemaker-jm-eagle-liable-in-false-claims-suit
warren_buffett,1,"Salomon Brothers scandal (1991, stepped in as interim chairman to save firm)",https://fortune.com/article/warren-buffett-salomon/
weili_dai,1,Marvell internal accounting investigation (2016); no fraud found,https://www.sec.gov/litigation/litreleases/lr-20559
william_ackman,1,Valeant/Allergan insider trading ($290M settlement); MBIA short-selling investigation,https://www.ktmc.com/news/kessler-topaz-represents-investors-in-290-million-total-settlement-recovery-reached-with-valeant-pharmaceuticals-and-bill-ackmans-pershing-square-over-insider-trading-claims
william_austin,1,Former Starkey president convicted of fraud (2018); Austin was victim of the fraud,https://hearingreview.com/inside-hearing/industry-news/starkey-trial-ends-7-year-prison-term-ruzicka-ex-execs-sentenced
william_koch,1,~18-year legal battle with brothers Charles and David Koch over Koch Industries stake,https://law.justia.com/cases/federal/district-courts/FSupp/969/1460/1808056/
william_wrigley_jr,1,Parallel cannabis company embroiled in investor lawsuits,https://www.chicagobusiness.com/cannabis/william-wrigley-jr-cannabis-investor-lawsuit-moves-forward
